285.75	0	0	0	0
288	0	0	0.002	0
290.25	0	0	0.008	0
292.5	0	0	0.004	0
294.75	0	0	0	0
297	0	0	0.002	0
299.25	0	0	0	0
301.5	0	0	0	0
303.75	0	0	0	0
306	0	0	0	0
308.25	0	0	0	0
310.5	0	0	0	0
312.75	0	0	0	0
315	0	0	0	0
317.25	0	0	0	0
319.5	0	0	0.246	0
321.75	0	0	0	0
324	0	0	0.736	0
326.25	0	0	0	0
328.5	0	0	0	0
330.75	0	0	0	0
333	0	0	0.002	0
